,northing,easting,elevation,forest
36496,131276,1175942,629,44
36497,132276,1175942,605,30
36498,133276,1175942,662,22
36499,134276,1175942,756,51
36500,135276,1175942,1086,83
36501,136276,1175942,1344,64
36502,137276,1175942,1242,54
36503,138276,1175942,1163,46
36504,139276,1175942,1361,86
36505,140276,1175942,1489,47
36506,141276,1175942,1822,40
36507,142276,1175942,1260,70
36508,143276,1175942,1804,9
36509,144276,1175942,2469,0
36510,145276,1175942,2347,0
36511,146276,1175942,2428,0
36512,147276,1175942,2071,6
36513,148276,1175942,1965,0
36514,149276,1175942,2190,0
36515,150276,1175942,2101,1
36516,151276,1175942,1780,16
36517,152276,1175942,1502,34
36518,153276,1175942,1291,49
36519,154276,1175942,1037,60
36520,155276,1175942,760,32
36521,156276,1175942,597,11
36522,157276,1175942,504,15
36523,158276,1175942,489,12
36524,159276,1175942,808,77
36525,160276,1175942,1556,41
36526,161276,1175942,1676,16
36527,162276,1175942,1720,6
36528,163276,1175942,2048,0
36529,164276,1175942,2009,0
36530,165276,1175942,1800,4
36531,166276,1175942,1453,12
36532,167276,1175942,1637,26
36533,168276,1175942,1580,26
36534,169276,1175942,1263,82
36535,170276,1175942,1081,52
36536,171276,1175942,823,55
36537,172276,1175942,767,5
36538,173276,1175942,683,20
36539,174276,1175942,695,19
36540,175276,1175942,817,16
36541,176276,1175942,838,82
36542,177276,1175942,967,82
36543,178276,1175942,1111,48
36544,179276,1175942,1583,8
36545,180276,1175942,1516,30
36546,181276,1175942,1415,31
36547,182276,1175942,1493,25
36548,183276,1175942,1039,58
36549,184276,1175942,917,34
36550,185276,1175942,947,24
36551,186276,1175942,863,19
36552,187276,1175942,820,5
36553,188276,1175942,813,5
36554,189276,1175942,876,6
36555,190276,1175942,918,8
36556,191276,1175942,957,3
36557,192276,1175942,996,39
36558,193276,1175942,879,23
36559,194276,1175942,928,23
36560,195276,1175942,1008,26
36561,196276,1175942,928,28
36562,197276,1175942,951,39
36563,198276,1175942,955,19
36564,199276,1175942,778,21
36565,200276,1175942,641,37
36566,201276,1175942,620,40
36567,202276,1175942,560,68
36568,203276,1175942,567,29
36569,204276,1175942,533,8
36570,205276,1175942,498,9
36571,206276,1175942,452,11
36572,207276,1175942,409,0
36573,208276,1175942,399,0
36574,209276,1175942,398,0
36575,210276,1175942,396,0
36576,211276,1175942,396,0
36577,212276,1175942,396,0
36578,213276,1175942,396,0
36579,214276,1175942,396,0
36580,215276,1175942,396,0
36581,216276,1175942,396,0
36582,217276,1175942,396,0
36583,218276,1175942,396,0
36584,93276,1176942,2841,0
36585,94276,1176942,2577,0
36586,95276,1176942,2284,0
36587,96276,1176942,2021,2
36588,97276,1176942,2039,0
36589,98276,1176942,2268,0
36590,99276,1176942,2429,0
36591,100276,1176942,2506,0
36592,101276,1176942,2325,0
36593,102276,1176942,2154,0
36594,103276,1176942,1892,47
36595,104276,1176942,1410,65
36596,105276,1176942,1344,50
36597,106276,1176942,1445,76
36598,107276,1176942,1285,88
36599,108276,1176942,1227,79
36600,109276,1176942,1325,82
36601,110276,1176942,1256,34
36602,111276,1176942,1349,15
36603,112276,1176942,1577,40
36604,113276,1176942,1748,68
36605,114276,1176942,1949,1
36606,115276,1176942,2012,24
36607,116276,1176942,1474,88
36608,117276,1176942,1014,83
36609,118276,1176942,1008,32
36610,119276,1176942,984,23
36611,120276,1176942,913,21
36612,121276,1176942,915,22
36613,122276,1176942,814,63
36614,123276,1176942,774,29
36615,124276,1176942,739,58
36616,125276,1176942,633,38
36617,126276,1176942,627,37
36618,127276,1176942,707,63
36619,128276,1176942,964,88
36620,129276,1176942,1203,65
36621,130276,1176942,1070,85
36622,131276,1176942,693,87
36623,132276,1176942,679,81
36624,133276,1176942,600,37
36625,134276,1176942,789,57
36626,135276,1176942,1306,77
36627,136276,1176942,1803,54
36628,137276,1176942,1756,71
36629,138276,1176942,1431,79
36630,139276,1176942,1123,61
36631,140276,1176942,1079,59
36632,141276,1176942,1180,81
36633,142276,1176942,1158,90
36634,143276,1176942,1725,38
36635,144276,1176942,2181,1
36636,145276,1176942,2042,0
36637,146276,1176942,2260,0
36638,147276,1176942,1811,22
36639,148276,1176942,1611,30
36640,149276,1176942,1982,1
36641,150276,1176942,2100,0
36642,151276,1176942,1734,28
36643,152276,1176942,1268,66
36644,153276,1176942,1075,83
36645,154276,1176942,845,28
36646,155276,1176942,580,14
36647,156276,1176942,490,0
36648,157276,1176942,490,1
36649,158276,1176942,609,42
36650,159276,1176942,1130,59
36651,160276,1176942,1620,30
36652,161276,1176942,1524,37
36653,162276,1176942,1540,68
36654,163276,1176942,1845,6
36655,164276,1176942,1725,7
36656,165276,1176942,1791,2
36657,166276,1176942,1528,24
36658,167276,1176942,1238,87
36659,168276,1176942,1332,56
36660,169276,1176942,1174,79
36661,170276,1176942,820,78
36662,171276,1176942,652,7
36663,172276,1176942,534,5
36664,173276,1176942,503,1
36665,174276,1176942,499,0
36666,175276,1176942,551,4
36667,176276,1176942,606,19
36668,177276,1176942,735,50
36669,178276,1176942,816,81
36670,179276,1176942,1054,46
36671,180276,1176942,1706,19
36672,181276,1176942,1364,28
36673,182276,1176942,1485,39
36674,183276,1176942,1548,41
36675,184276,1176942,1054,11
36676,185276,1176942,909,2
36677,186276,1176942,898,12
36678,187276,1176942,895,11
36679,188276,1176942,866,4
36680,189276,1176942,894,0
36681,190276,1176942,991,18
36682,191276,1176942,921,5
36683,192276,1176942,930,2
36684,193276,1176942,1010,36
36685,194276,1176942,950,32
36686,195276,1176942,1024,36
36687,196276,1176942,1014,28
36688,197276,1176942,936,1
36689,198276,1176942,902,8
36690,199276,1176942,847,26
36691,200276,1176942,675,43
36692,201276,1176942,790,23
36693,202276,1176942,628,26
36694,203276,1176942,547,22
36695,204276,1176942,490,43
36696,205276,1176942,472,28
36697,206276,1176942,428,1
36698,207276,1176942,403,0
36699,208276,1176942,396,1
36700,209276,1176942,396,0
36701,210276,1176942,396,0
36702,211276,1176942,396,0
36703,212276,1176942,396,0
36704,213276,1176942,396,0
36705,214276,1176942,396,0
36706,215276,1176942,396,0
36707,216276,1176942,396,0
36708,217276,1176942,396,0
36709,218276,1176942,396,0
36710,93276,1177942,2970,0
36711,94276,1177942,2833,0
36712,95276,1177942,2657,0
36713,96276,1177942,2454,0
36714,97276,1177942,2098,5
36715,98276,1177942,1864,34
36716,99276,1177942,1841,44
36717,100276,1177942,1872,28
36718,101276,1177942,1932,28
36719,102276,1177942,1730,43
36720,103276,1177942,1779,75
36721,104276,1177942,1576,99
36722,105276,1177942,1264,76
36723,106276,1177942,1220,79
36724,107276,1177942,1045,42
36725,108276,1177942,986,17
36726,109276,1177942,985,22
36727,110276,1177942,1018,42
36728,111276,1177942,1069,2
36729,112276,1177942,1239,11
36730,113276,1177942,1501,4
36731,114276,1177942,1699,32
36732,115276,1177942,1693,65
36733,116276,1177942,1292,85
36734,117276,1177942,932,69
36735,118276,1177942,809,30
36736,119276,1177942,825,36
36737,120276,1177942,708,11
36738,121276,1177942,660,12
36739,122276,1177942,645,20
36740,123276,1177942,636,22
36741,124276,1177942,637,34
36742,125276,1177942,677,33
36743,126276,1177942,787,63
36744,127276,1177942,1292,72
36745,128276,1177942,1489,78
36746,129276,1177942,1482,24
36747,130276,1177942,1390,78
36748,131276,1177942,952,70
36749,132276,1177942,607,44
36750,133276,1177942,590,7
36751,134276,1177942,610,50
36752,135276,1177942,1188,72
36753,136276,1177942,1959,27
36754,137276,1177942,2204,3
36755,138276,1177942,1908,53
36756,139276,1177942,1618,62
36757,140276,1177942,1434,58
36758,141276,1177942,1089,59
36759,142276,1177942,974,30
36760,143276,1177942,1337,49
36761,144276,1177942,1797,29
36762,145276,1177942,1878,7
36763,146276,1177942,2219,0
36764,147276,1177942,1598,42
36765,148276,1177942,1459,50
36766,149276,1177942,1868,15
36767,150276,1177942,2076,0
36768,151276,1177942,1829,1
36769,152276,1177942,1514,61
36770,153276,1177942,1119,33
36771,154276,1177942,722,30
36772,155276,1177942,496,3
36773,156276,1177942,485,0
36774,157276,1177942,483,0
36775,158276,1177942,510,26
36776,159276,1177942,920,94
36777,160276,1177942,1253,41
36778,161276,1177942,1208,57
36779,162276,1177942,1262,100
36780,163276,1177942,1481,43
36781,164276,1177942,1322,50
36782,165276,1177942,1318,56
36783,166276,1177942,1281,38
36784,167276,1177942,1078,26
36785,168276,1177942,947,60
36786,169276,1177942,961,33
36787,170276,1177942,724,59
36788,171276,1177942,480,0
36789,172276,1177942,458,0
36790,173276,1177942,461,0
36791,174276,1177942,460,0
36792,175276,1177942,469,0
36793,176276,1177942,479,0
36794,177276,1177942,497,6
36795,178276,1177942,589,21
36796,179276,1177942,713,61
36797,180276,1177942,1314,44
36798,181276,1177942,1618,23
36799,182276,1177942,1271,55
36800,183276,1177942,1505,38
36801,184276,1177942,1045,42
36802,185276,1177942,925,8
36803,186276,1177942,977,7
36804,187276,1177942,1018,21
36805,188276,1177942,995,17
36806,189276,1177942,886,2
36807,190276,1177942,1030,33
36808,191276,1177942,945,27
36809,192276,1177942,929,0
36810,193276,1177942,1041,24
36811,194276,1177942,1114,54
36812,195276,1177942,1025,45
36813,196276,1177942,1012,30
36814,197276,1177942,916,12
36815,198276,1177942,807,51
36816,199276,1177942,739,45
36817,200276,1177942,727,36
36818,201276,1177942,843,11
36819,202276,1177942,739,65
36820,203276,1177942,571,12
36821,204276,1177942,490,6
36822,205276,1177942,441,2
36823,206276,1177942,411,6
36824,207276,1177942,399,0
36825,208276,1177942,396,0
36826,209276,1177942,396,0
36827,210276,1177942,396,0
36828,211276,1177942,396,0
36829,212276,1177942,396,0
36830,213276,1177942,396,0
36831,214276,1177942,396,0
36832,215276,1177942,396,0
36833,216276,1177942,396,0
36834,217276,1177942,396,0
36835,96276,1178942,2695,0
36836,97276,1178942,2328,0
36837,98276,1178942,1733,51
36838,99276,1178942,1539,62
36839,100276,1178942,1622,56
36840,101276,1178942,1577,57
36841,102276,1178942,1479,78
36842,103276,1178942,1394,38
36843,104276,1178942,1380,66
36844,105276,1178942,1579,81
36845,106276,1178942,1690,89
36846,107276,1178942,1503,85
36847,108276,1178942,1286,91
36848,109276,1178942,1133,47
36849,110276,1178942,1084,67
36850,111276,1178942,959,28
36851,112276,1178942,958,29
36852,113276,1178942,1156,47
36853,114276,1178942,1168,57
36854,115276,1178942,1159,56
36855,116276,1178942,1012,58
36856,117276,1178942,908,84
36857,118276,1178942,720,47
36858,119276,1178942,679,19
36859,120276,1178942,669,15
36860,121276,1178942,660,23
36861,122276,1178942,692,14
36862,123276,1178942,736,4
36863,124276,1178942,788,7
36864,125276,1178942,841,21
36865,126276,1178942,985,69
36866,127276,1178942,1179,25
36867,128276,1178942,1506,41
36868,129276,1178942,1667,51
36869,130276,1178942,1643,54
36870,131276,1178942,1274,71
36871,132276,1178942,797,75
36872,133276,1178942,588,12
36873,134276,1178942,585,19
36874,135276,1178942,924,91
36875,136276,1178942,1704,58
36876,137276,1178942,2100,5
36877,138276,1178942,2327,0
36878,139276,1178942,2398,4
36879,140276,1178942,2045,15
36880,141276,1178942,1741,40
36881,142276,1178942,1155,70
36882,143276,1178942,966,43
36883,144276,1178942,1424,46
36884,145276,1178942,1761,7
36885,146276,1178942,1937,27
36886,147276,1178942,1669,50
36887,148276,1178942,1220,76
36888,149276,1178942,1618,43
36889,150276,1178942,1869,10
36890,151276,1178942,1675,29
36891,152276,1178942,1361,77
36892,153276,1178942,1032,71
36893,154276,1178942,669,32
36894,155276,1178942,489,0
36895,156276,1178942,485,3
36896,157276,1178942,483,1
36897,158276,1178942,482,0
36898,159276,1178942,505,35
36899,160276,1178942,771,53
36900,161276,1178942,859,91
36901,162276,1178942,993,56
36902,163276,1178942,962,76
36903,164276,1178942,966,60
36904,165276,1178942,957,46
36905,166276,1178942,937,39
36906,167276,1178942,880,54
36907,168276,1178942,736,52
36908,169276,1178942,650,75
36909,170276,1178942,539,62
36910,171276,1178942,446,0
36911,172276,1178942,445,0
36912,173276,1178942,444,0
36913,174276,1178942,447,0
36914,175276,1178942,448,0
36915,176276,1178942,450,0
36916,177276,1178942,448,0
36917,178276,1178942,453,0
36918,179276,1178942,475,30
36919,180276,1178942,747,86
36920,181276,1178942,1293,50
36921,182276,1178942,1443,41
36922,183276,1178942,1256,46
36923,184276,1178942,1064,35
36924,185276,1178942,1037,22
36925,186276,1178942,1087,4
36926,187276,1178942,1178,14
36927,188276,1178942,1084,33
36928,189276,1178942,895,8
36929,190276,1178942,1092,43
36930,191276,1178942,1027,63
36931,192276,1178942,956,1
36932,193276,1178942,998,12
36933,194276,1178942,1166,52
36934,195276,1178942,1084,54
36935,196276,1178942,979,40
36936,197276,1178942,883,31
36937,198276,1178942,803,37
36938,199276,1178942,871,28
36939,200276,1178942,903,18
36940,201276,1178942,823,15
36941,202276,1178942,796,58
36942,203276,1178942,615,32
36943,204276,1178942,496,16
36944,205276,1178942,428,0
36945,206276,1178942,399,2
36946,207276,1178942,396,0
36947,208276,1178942,396,0
36948,209276,1178942,396,0
36949,210276,1178942,396,0
36950,211276,1178942,396,0
36951,212276,1178942,396,0
36952,213276,1178942,396,0
36953,214276,1178942,396,0
36954,215276,1178942,396,0
36955,216276,1178942,396,0
36956,94276,1179942,1866,0
36957,95276,1179942,1863,2
36958,97276,1179942,1869,29
36959,98276,1179942,1614,52
36960,99276,1179942,1910,34
36961,100276,1179942,2278,0
36962,101276,1179942,2126,3
36963,102276,1179942,1821,45
36964,103276,1179942,1765,37
36965,104276,1179942,1799,38
36966,105276,1179942,2006,23
36967,106276,1179942,2225,10
36968,107276,1179942,2109,8
36969,108276,1179942,1847,53
36970,109276,1179942,1697,51
36971,110276,1179942,1762,54
36972,111276,1179942,1458,82
36973,112276,1179942,1171,69
36974,113276,1179942,1193,80
36975,114276,1179942,1294,63
36976,115276,1179942,1266,63
36977,116276,1179942,1078,71
36978,117276,1179942,1124,61
36979,118276,1179942,1040,69
36980,119276,1179942,694,19
36981,120276,1179942,743,19
36982,121276,1179942,772,17
36983,122276,1179942,796,28
36984,123276,1179942,848,44
36985,124276,1179942,998,84
36986,125276,1179942,1219,67
36987,126276,1179942,1478,53
36988,127276,1179942,1324,76
36989,128276,1179942,1600,62
36990,129276,1179942,1888,17
36991,130276,1179942,1907,21
36992,131276,1179942,1474,57
36993,132276,1179942,1050,59
36994,133276,1179942,590,30
36995,134276,1179942,575,5
36996,135276,1179942,727,58
36997,136276,1179942,1395,59
36998,137276,1179942,1936,31
36999,138276,1179942,2201,1
37000,139276,1179942,2365,0
37001,140276,1179942,2473,0
37002,141276,1179942,2533,1
37003,142276,1179942,1794,42
37004,143276,1179942,1154,65
37005,144276,1179942,1005,70
37006,145276,1179942,1256,30
37007,146276,1179942,1347,41
37008,147276,1179942,1236,61
37009,148276,1179942,1039,65
37010,149276,1179942,1348,45
37011,150276,1179942,1391,86
37012,151276,1179942,1483,69
37013,152276,1179942,1245,65
37014,153276,1179942,955,81
37015,154276,1179942,504,34
37016,155276,1179942,489,0
37017,156276,1179942,486,0
37018,157276,1179942,484,17
37019,158276,1179942,484,26
37020,159276,1179942,482,12
37021,160276,1179942,514,18
37022,161276,1179942,568,39
37023,162276,1179942,696,19
37024,163276,1179942,693,11
37025,164276,1179942,711,65
37026,165276,1179942,669,48
37027,166276,1179942,576,39
37028,167276,1179942,580,67
37029,168276,1179942,565,52
37030,169276,1179942,453,14
37031,170276,1179942,449,0
37032,171276,1179942,446,1
37033,172276,1179942,444,4
37034,173276,1179942,444,29
37035,174276,1179942,442,14
37036,175276,1179942,441,0
37037,176276,1179942,440,0
37038,177276,1179942,440,0
37039,178276,1179942,440,0
37040,179276,1179942,441,1
37041,180276,1179942,487,43
37042,181276,1179942,868,85
37043,182276,1179942,1274,54
37044,183276,1179942,1459,32
37045,184276,1179942,1385,15
37046,185276,1179942,1223,30
37047,186276,1179942,1186,32
37048,187276,1179942,1352,28
37049,188276,1179942,1116,38
37050,189276,1179942,868,47
37051,190276,1179942,1014,94
37052,191276,1179942,1085,95
37053,192276,1179942,958,14
37054,193276,1179942,1089,50
37055,194276,1179942,1106,36
37056,195276,1179942,1126,52
37057,196276,1179942,1028,33
37058,197276,1179942,858,14
37059,198276,1179942,908,11
37060,199276,1179942,897,27
37061,200276,1179942,986,24
37062,201276,1179942,887,29
37063,202276,1179942,863,53
37064,203276,1179942,660,23
37065,204276,1179942,487,3
37066,205276,1179942,411,0
37067,206276,1179942,396,0
37068,207276,1179942,396,0
37069,208276,1179942,396,0
37070,209276,1179942,396,0
37071,210276,1179942,396,0
37072,211276,1179942,396,0
37073,212276,1179942,396,0
37074,213276,1179942,396,0
37075,214276,1179942,396,0
37076,82276,1180942,2835,0
37077,83276,1180942,2902,0
37078,84276,1180942,2914,0
37079,85276,1180942,2887,0
37080,86276,1180942,2779,0
37081,87276,1180942,2650,0
37082,88276,1180942,2588,0
37083,89276,1180942,2468,0
37084,90276,1180942,2414,0
37085,91276,1180942,2436,0
37086,92276,1180942,2431,0
37087,93276,1180942,2338,0
37088,94276,1180942,2190,0
37089,95276,1180942,2050,28
37090,96276,1180942,1857,38
37091,97276,1180942,1697,50
37092,98276,1180942,1814,23
37093,99276,1180942,2475,0
37094,100276,1180942,2727,0
37095,101276,1180942,2314,0
37096,102276,1180942,2015,2
37097,103276,1180942,2250,0
37098,104276,1180942,2247,0
37099,105276,1180942,2146,0
37100,106276,1180942,2481,0
37101,107276,1180942,2284,0
37102,108276,1180942,2095,0
37103,109276,1180942,2313,0
37104,110276,1180942,2245,0
37105,111276,1180942,1850,54
37106,112276,1180942,1545,76
37107,113276,1180942,1683,75
37108,114276,1180942,1740,35
37109,115276,1180942,1632,64
37110,116276,1180942,1726,61
37111,117276,1180942,1529,77
37112,118276,1180942,990,83
37113,119276,1180942,750,53
37114,120276,1180942,964,62
37115,121276,1180942,1102,78
37116,122276,1180942,1230,81
37117,123276,1180942,1446,51
37118,124276,1180942,1275,74
37119,125276,1180942,1499,54
37120,126276,1180942,1652,81
37121,127276,1180942,1732,59
37122,128276,1180942,1812,56
37123,129276,1180942,1966,3
37124,130276,1180942,1907,23
37125,131276,1180942,1520,44
37126,132276,1180942,1107,88
37127,133276,1180942,659,65
37128,134276,1180942,576,0
37129,135276,1180942,550,15
37130,136276,1180942,1057,60
37131,137276,1180942,1496,52
37132,138276,1180942,1874,17
37133,139276,1180942,2087,0
37134,140276,1180942,2211,0
37135,141276,1180942,2329,0
37136,142276,1180942,2213,8
37137,143276,1180942,1748,43
37138,144276,1180942,1569,39
37139,145276,1180942,1144,69
37140,146276,1180942,922,43
37141,147276,1180942,897,47
37142,148276,1180942,849,43
37143,149276,1180942,909,49
37144,150276,1180942,882,56
37145,151276,1180942,950,49
37146,152276,1180942,945,56
37147,153276,1180942,696,65
37148,154276,1180942,490,1
37149,155276,1180942,490,0
37150,156276,1180942,489,11
37151,157276,1180942,584,54
37152,158276,1180942,594,34
37153,160276,1180942,478,0
37154,161276,1180942,479,1
37155,162276,1180942,540,12
37156,163276,1180942,617,31
37157,164276,1180942,620,52
37158,165276,1180942,479,29
37159,166276,1180942,457,1
37160,167276,1180942,450,0
37161,168276,1180942,451,0
37162,169276,1180942,451,6
37163,170276,1180942,449,5
37164,171276,1180942,447,6
37165,172276,1180942,444,3
37166,173276,1180942,444,10
37167,174276,1180942,441,18
37168,175276,1180942,440,7
37169,176276,1180942,440,0
37170,177276,1180942,437,1
37171,178276,1180942,439,2
37172,179276,1180942,442,56
37173,180276,1180942,451,42
37174,181276,1180942,513,46
37175,182276,1180942,760,86
37176,183276,1180942,1250,46
37177,184276,1180942,1483,21
37178,185276,1180942,1486,18
37179,186276,1180942,1294,43
37180,187276,1180942,1172,81
37181,188276,1180942,1017,56
37182,189276,1180942,824,99
37183,190276,1180942,812,90
37184,191276,1180942,949,92
37185,192276,1180942,908,51
37186,193276,1180942,995,58
37187,194276,1180942,1013,86
37188,195276,1180942,1035,71
37189,196276,1180942,1017,57
37190,197276,1180942,902,39
37191,198276,1180942,974,9
37192,199276,1180942,950,35
37193,200276,1180942,1026,45
37194,201276,1180942,933,26
37195,202276,1180942,917,31
37196,203276,1180942,754,51
37197,204276,1180942,532,17
37198,205276,1180942,411,0
37199,206276,1180942,396,0
37200,207276,1180942,396,0
37201,208276,1180942,396,0
37202,209276,1180942,396,0
37203,210276,1180942,396,0
37204,211276,1180942,396,0
37205,212276,1180942,396,0
37206,213276,1180942,396,0
37207,82276,1181942,2609,0
37208,83276,1181942,2631,0
37209,84276,1181942,2742,0
37210,85276,1181942,2808,0
37211,86276,1181942,2624,0
37212,87276,1181942,2497,0
37213,88276,1181942,2314,3
37214,89276,1181942,2068,2
37215,90276,1181942,1942,0
37216,91276,1181942,1936,5
37217,92276,1181942,1945,6
37218,93276,1181942,2042,8
37219,94276,1181942,1945,60
37220,95276,1181942,1741,37
37221,96276,1181942,1852,17
37222,97276,1181942,1919,10
37223,98276,1181942,1977,13
37224,99276,1181942,2537,0
37225,100276,1181942,2730,0
37226,101276,1181942,2487,0
37227,102276,1181942,2238,0
37228,103276,1181942,2515,0
37229,104276,1181942,2456,0
37230,105276,1181942,2312,0
37231,106276,1181942,2518,0
37232,107276,1181942,2323,0
37233,108276,1181942,2384,0
37234,109276,1181942,2478,0
37235,110276,1181942,2270,0
37236,111276,1181942,2156,14
37237,112276,1181942,1903,43
37238,113276,1181942,2192,0
37239,114276,1181942,2180,1
37240,115276,1181942,1866,48
37241,116276,1181942,1863,32
37242,117276,1181942,1482,72
37243,118276,1181942,842,80
37244,119276,1181942,1023,86
37245,120276,1181942,1432,81
37246,121276,1181942,1429,69
37247,122276,1181942,1760,43
37248,123276,1181942,1913,73
37249,124276,1181942,1555,43
37250,125276,1181942,1690,47
37251,126276,1181942,1973,36
37252,127276,1181942,2244,8
37253,128276,1181942,2157,1
37254,129276,1181942,2058,1
37255,130276,1181942,2029,1
37256,131276,1181942,1684,76
37257,132276,1181942,1341,79
37258,133276,1181942,919,99
37259,134276,1181942,651,32
37260,135276,1181942,565,11
37261,136276,1181942,609,14
37262,137276,1181942,1147,42
37263,138276,1181942,1537,67
37264,139276,1181942,1832,40
37265,140276,1181942,1985,15
37266,141276,1181942,2011,1
37267,142276,1181942,2030,2
37268,143276,1181942,1825,23
37269,144276,1181942,1751,18
37270,145276,1181942,1719,26
37271,146276,1181942,1474,71
37272,147276,1181942,1356,83
37273,148276,1181942,1233,86
37274,149276,1181942,1124,79
37275,150276,1181942,923,62
37276,151276,1181942,786,50
37277,152276,1181942,671,79
37278,153276,1181942,508,17
37279,154276,1181942,495,7
37280,155276,1181942,496,23
37281,156276,1181942,509,48
37282,157276,1181942,914,65
37283,158276,1181942,607,46
37284,160276,1181942,475,0
37285,161276,1181942,474,4
37286,162276,1181942,469,1
37287,163276,1181942,474,10
37288,164276,1181942,464,10
37289,165276,1181942,460,5
37290,166276,1181942,457,6
37291,167276,1181942,455,9
37292,168276,1181942,453,11
37293,169276,1181942,452,4
37294,175276,1181942,440,0
37295,176276,1181942,446,7
37296,177276,1181942,438,10
37297,178276,1181942,435,5
37298,179276,1181942,438,14
37299,180276,1181942,435,26
37300,181276,1181942,443,5
37301,182276,1181942,471,18
37302,183276,1181942,766,65
37303,184276,1181942,986,60
37304,185276,1181942,1281,34
37305,186276,1181942,1280,26
37306,187276,1181942,991,45
37307,188276,1181942,828,92
37308,189276,1181942,695,99
37309,190276,1181942,632,68
37310,191276,1181942,771,61
37311,192276,1181942,726,66
37312,193276,1181942,774,17
37313,194276,1181942,827,52
37314,195276,1181942,809,19
37315,196276,1181942,994,34
37316,197276,1181942,1021,54
37317,198276,1181942,997,8
37318,199276,1181942,1035,28
37319,200276,1181942,973,40
37320,201276,1181942,946,28
37321,202276,1181942,809,16
37322,203276,1181942,823,51
37323,204276,1181942,597,32
37324,205276,1181942,427,0
37325,206276,1181942,396,0
37326,207276,1181942,396,0
37327,208276,1181942,396,0
37328,209276,1181942,396,0
37329,210276,1181942,396,0
37330,211276,1181942,396,0
37331,212276,1181942,396,0
37332,82276,1182942,2832,0
37333,83276,1182942,2446,0
37334,84276,1182942,2312,0
37335,85276,1182942,2467,0
37336,86276,1182942,2447,0
37337,87276,1182942,2239,2
37338,88276,1182942,1992,1
37339,89276,1182942,2078,1
37340,90276,1182942,2200,0
37341,91276,1182942,2198,4
37342,92276,1182942,2106,1
37343,93276,1182942,2004,7
37344,94276,1182942,1827,31
37345,95276,1182942,2095,8
37346,96276,1182942,2487,0
37347,97276,1182942,2266,3
37348,98276,1182942,2237,4
37349,99276,1182942,2650,0
37350,100276,1182942,2548,0
37351,101276,1182942,2408,0
37352,102276,1182942,2480,0
37353,103276,1182942,2639,0
37354,104276,1182942,2475,0
37355,105276,1182942,2551,0
37356,106276,1182942,2597,0
37357,107276,1182942,2551,0
37358,108276,1182942,2723,0
37359,109276,1182942,2440,0
37360,110276,1182942,2461,0
37361,111276,1182942,2350,0
37362,112276,1182942,2278,1
37363,113276,1182942,2255,0
37364,114276,1182942,1987,37
37365,115276,1182942,1676,63
37366,116276,1182942,1535,28
37367,117276,1182942,1298,78
37368,118276,1182942,883,78
37369,119276,1182942,1409,51
37370,120276,1182942,1573,63
37371,121276,1182942,1718,60
37372,122276,1182942,1876,22
37373,123276,1182942,2262,4
37374,124276,1182942,1985,32
37375,125276,1182942,1999,15
37376,126276,1182942,2338,0
37377,127276,1182942,2245,0
37378,128276,1182942,2189,0
37379,129276,1182942,2102,0
37380,130276,1182942,2073,1
37381,131276,1182942,1895,35
37382,132276,1182942,1663,60
37383,133276,1182942,1185,77
37384,134276,1182942,766,81
37385,135276,1182942,573,1
37386,136276,1182942,565,7
37387,137276,1182942,765,49
37388,138276,1182942,1111,71
37389,139276,1182942,1479,79
37390,140276,1182942,1625,65
37391,141276,1182942,1710,62
37392,142276,1182942,1696,19
37393,143276,1182942,1454,54
37394,144276,1182942,1349,43
37395,145276,1182942,1442,40
37396,146276,1182942,1556,70
37397,147276,1182942,1644,68
37398,148276,1182942,1447,41
37399,149276,1182942,1346,33
37400,150276,1182942,1126,36
37401,151276,1182942,772,60
37402,152276,1182942,510,33
37403,153276,1182942,503,16
37404,154276,1182942,502,10
37405,155276,1182942,509,5
37406,156276,1182942,854,55
37407,157276,1182942,667,73
37408,158276,1182942,531,36
37409,159276,1182942,487,5
37410,161276,1182942,474,3
37411,162276,1182942,469,10
37412,163276,1182942,466,34
37413,164276,1182942,464,21
37414,165276,1182942,461,29
37415,166276,1182942,459,6
37416,167276,1182942,456,4
37417,168276,1182942,456,0
37418,178276,1182942,435,1
37419,179276,1182942,435,4
37420,180276,1182942,432,9
37421,181276,1182942,430,2
37422,182276,1182942,438,16
37423,183276,1182942,446,4
37424,184276,1182942,606,39
37425,185276,1182942,825,88
37426,186276,1182942,925,74
37427,187276,1182942,808,36
37428,188276,1182942,683,91
37429,189276,1182942,531,44
37430,190276,1182942,513,10
37431,191276,1182942,561,52
37432,192276,1182942,554,35
37433,193276,1182942,594,18
37434,194276,1182942,656,22
37435,195276,1182942,669,32
37436,196276,1182942,866,30
37437,197276,1182942,1026,49
37438,198276,1182942,1050,22
37439,199276,1182942,1030,29
37440,200276,1182942,902,32
37441,201276,1182942,860,12
37442,202276,1182942,787,20
37443,203276,1182942,721,34
37444,204276,1182942,658,19
37445,205276,1182942,452,9
37446,206276,1182942,396,0
37447,207276,1182942,396,0
37448,208276,1182942,396,0
37449,209276,1182942,396,0
37450,210276,1182942,396,0
37451,211276,1182942,396,0
37452,212276,1182942,396,0
37453,80276,1183942,2014,0
37454,81276,1183942,2413,0
37455,82276,1183942,2721,0
37456,83276,1183942,2540,0
37457,84276,1183942,2359,0
37458,85276,1183942,2103,0
